167.5274449309,177.7516166103,173.2503681982,181.3256663523,170.74425724929998,173.1455395242,322.3801217069,299.5711500537,313.78284262630007,311.4230494367,317.11813898189996,304.1341101256
178.91086567730002,170.3279462342,173.1114667944,170.0611555649,173.7875473264,179.22063928609998,304.5181442561,304.1978455449,315.47662626910005,303.1654034338,321.31602383050006,311.7493464553
167.7810801403,180.11974112860003,176.58767391190003,170.8781847062,168.6343776089,180.4239471614,314.29843043150004,306.2072212215,323.528345344,303.6885108905,313.24120153980004,298.41627564370003
176.9475616542,176.7464944518,181.12460535949998,180.4239471614,181.28536261750003,172.45074275480002,318.50185758460003,305.69393289320004,320.7925867595,297.0030537731,324.0627952689,300.8009547981
175.04512856039997,171.36371818039999,176.94774004389998,174.8719331333,176.2776125447,174.8719331333,320.2576186796,308.8343852273,309.80684669240003,297.4969696495,317.4891436381,309.5265271462
181.08459996919999,174.56615977529998,170.3749358442,180.11974112860003,177.7516166103,176.94774004389998,320.16033134860004,303.28754901080003,315.6624434641001,312.2669734732,317.4708523694,299.3343634939
171.4049812889,169.5074737494,172.1973451218,180.96119752139998,168.54380139519998,180.93921447629998,320.8830362469,303.2607407383,312.7155053172,308.9629555472,321.0812175218,299.0709207056
170.71025575130002,178.73155505030002,176.35291321620002,176.6837627119,173.7848373271,180.4298798219,320.00216947240006,291.9314209099,306.98539514640004,306.2201418616,315.72270960350005,294.7582085759
169.5020953018,171.112506776,172.1330931901,166.86679212310003,180.4298798219,178.73155505030002,314.11798159790004,310.34571942080004,316.30778383010005,303.1645215565,313.4889562915,301.9789179467
173.7296706464,176.7884365602,171.05133620299998,168.0104586363,168.9950515964,180.231847237,314.0299079838,308.2123392945,314.42657906870005,310.70972152819996,320.3165254927,306.6296739449999
